isolate_id	strain	host	date	segment	region	country	division	host_raw_name	outbreak	genbank_title
PV060081.1	A/Turkey/SD/24-036595-002-original/2024_H5N1	Turkey	12/6/2024	4	North America	USA	South Dakota	Meleagris gallopavo	no	Influenza A virus (A/Turkey/SD/24-036595-002-original/2024(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds
PV060089.1	A/Turkey/SD/24-036597-001-original/2024_H5N1	Turkey	12/6/2024	4	North America	USA	South Dakota	Meleagris gallopavo	no	Influenza A virus (A/Turkey/SD/24-036597-001-original/2024(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds
PV060097.1	A/Turkey/SD/24-036598-001-original/2024_H5N1	Turkey	12/6/2024	4	North America	USA	South Dakota	Meleagris gallopavo	no	Influenza A virus (A/Turkey/SD/24-036598-001-original/2024(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds
PV060105.1	A/Turkey/SD/24-036598-002-original/2024_H5N1	Turkey	12/6/2024	4	North America	USA	South Dakota	Meleagris gallopavo	no	Influenza A virus (A/Turkey/SD/24-036598-002-original/2024(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds
PV060113.1	A/Turkey/SD/24-036598-003-original/2024_H5N1	Turkey	12/6/2024	4	North America	USA	South Dakota	Meleagris gallopavo	no	Influenza A virus (A/Turkey/SD/24-036598-003-original/2024(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds
PV060121.1	A/Turkey/SD/24-036599-001-original/2024_H5N1	Turkey	12/6/2024	4	North America	USA	South Dakota	Meleagris gallopavo	no	Influenza A virus (A/Turkey/SD/24-036599-001-original/2024(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds
PV060129.1	A/Turkey/SD/24-036599-002-original/2024_H5N1	Turkey	12/6/2024	4	North America	USA	South Dakota	Meleagris gallopavo	no	Influenza A virus (A/Turkey/SD/24-036599-002-original/2024(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds
PV060137.1	A/Turkey/SD/24-036844-001-original/2024_H5N1	Turkey	12/10/2024	4	North America	USA	South Dakota	Meleagris gallopavo	no	Influenza A virus (A/Turkey/SD/24-036844-001-original/2024(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds
PV060145.1	A/Turkey/SD/24-036844-002-original/2024_H5N1	Turkey	12/10/2024	4	North America	USA	South Dakota	Meleagris gallopavo	no	Influenza A virus (A/Turkey/SD/24-036844-002-original/2024(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds
PV060153.1	A/Turkey/WI/24-037154-001-original/2024_H5N1	Turkey	12/11/2024	4	North America	USA	Wisconsin	Meleagris gallopavo	no	Influenza A virus (A/Turkey/WI/24-037154-001-original/2024(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds
PV060161.1	A/Turkey/WI/24-037154-002-original/2024_H5N1	Turkey	12/11/2024	4	North America	USA	Wisconsin	Meleagris gallopavo	no	Influenza A virus (A/Turkey/WI/24-037154-002-original/2024(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds
PV060169.1	A/Turkey/WI/24-037154-003-original/2024_H5N1	Turkey	12/11/2024	4	North America	USA	Wisconsin	Meleagris gallopavo	no	Influenza A virus (A/Turkey/WI/24-037154-003-original/2024(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds
PV060465.1	A/chicken/AR/24-036333-001-original/2024_H5N1	Chicken	12/5/2024	4	North America	USA	Arkansas	Gallus gallus	no	Influenza A virus (A/chicken/AR/24-036333-001-original/2024(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds
PV060473.1	A/chicken/AR/24-037005-001-original/2024_H5N1	Chicken	12/10/2024	4	North America	USA	Arkansas	Gallus gallus	no	Influenza A virus (A/chicken/AR/24-037005-001-original/2024(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds
PV060481.1	A/chicken/AR/24-037007-001-original/2024_H5N1	Chicken	12/10/2024	4	North America	USA	Arkansas	Gallus gallus	no	Influenza A virus (A/chicken/AR/24-037007-001-original/2024(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds
PV060489.1	A/chicken/AR/24-037007-002-original/2024_H5N1	Chicken	12/10/2024	4	North America	USA	Arkansas	Gallus gallus	no	Influenza A virus (A/chicken/AR/24-037007-002-original/2024(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds
PV060497.1	A/chicken/CO/24-036613-001-original/2024_H5N1	Chicken	12/4/2024	4	North America	USA	Colorado	Gallus gallus	no	Influenza A virus (A/chicken/CO/24-036613-001-original/2024(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds
PV060505.1	A/chicken/MO/24-036609-001-original/2024_H5N1	Chicken	12/7/2024	4	North America	USA	Missouri	Gallus gallus	no	Influenza A virus (A/chicken/MO/24-036609-001-original/2024(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds
PV060513.1	A/chicken/MO/24-036609-002-original/2024_H5N1	Chicken	12/7/2024	4	North America	USA	Missouri	Gallus gallus	no	Influenza A virus (A/chicken/MO/24-036609-002-original/2024(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds
PV060521.1	A/chicken/NE/24-036856-001-original/2024_H5N1	Chicken	12/9/2024	4	North America	USA	Nebraska	Gallus gallus	no	Influenza A virus (A/chicken/NE/24-036856-001-original/2024(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds
PV060529.1	A/chicken/OK/24-036668-001-original/2024_H5N1	Chicken	12/8/2024	4	North America	USA	Oklahoma	Gallus gallus	no	Influenza A virus (A/chicken/OK/24-036668-001-original/2024(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds
PV060537.1	A/chicken/OK/24-036668-002-original/2024_H5N1	Chicken	12/8/2024	4	North America	USA	Oklahoma	Gallus gallus	no	Influenza A virus (A/chicken/OK/24-036668-002-original/2024(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds
PV060545.1	A/chicken/OK/24-036668-003-original/2024_H5N1	Chicken	12/8/2024	4	North America	USA	Oklahoma	Gallus gallus	no	Influenza A virus (A/chicken/OK/24-036668-003-original/2024(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds
PV070709.1	A/Duck/ID/24-037521-001-original/2024_H5N1	Wild Birds	12/12/2024	4	North America	USA	Idaho	Anatidae	no	Influenza A virus (A/Duck/ID/24-037521-001-original/2024(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds
PV070717.1	A/Duck/MN/24-038159-001-original/2024_H5N1	Wild Birds	12/17/2024	4	North America	USA	Minnesota	Anatidae	no	Influenza A virus (A/Duck/MN/24-038159-001-original/2024(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds
PV070725.1	A/Duck/OH/24-038008-001-original/2024_H5N1	Wild Birds	12/16/2024	4	North America	USA	Ohio	Anatidae	no	Influenza A virus (A/Duck/OH/24-038008-001-original/2024(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds
PV070733.1	A/Duck/OR/24-037944-001-original/2024_H5N1	Wild Birds	11/26/2024	4	North America	USA	Oregon	Anatidae	no	Influenza A virus (A/Duck/OR/24-037944-001-original/2024(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds
PV070749.1	A/Guineafowl/AL/24-037980-001-original/2024_H5N1	Wild Birds	12/13/2024	4	North America	USA	Alabama	Numididae sp.	no	Influenza A virus (A/Guineafowl/AL/24-037980-001-original/2024(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds
PV070757.1	A/Guineafowl/NE/24-037518-003-original/2024_H5N1	Wild Birds	12/13/2024	4	North America	USA	Nebraska	Numididae sp.	no	Influenza A virus (A/Guineafowl/NE/24-037518-003-original/2024(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds
PV070797.1	A/Pelican/KS/24-037429-001-original/2024_H5N1	Wild Birds	12/9/2024	4	North America	USA	Kansas	Pelecanidae	no	Influenza A virus (A/Pelican/KS/24-037429-001-original/2024(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds
PV070805.1	A/Pheasant/KS/24-037794-001-original/2024_H5N1	Wild Birds	12/16/2024	4	North America	USA	Kansas	Phasianinae	no	Influenza A virus (A/Pheasant/KS/24-037794-001-original/2024(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds
PV070813.1	A/Pheasant/KS/24-037794-002-original/2024_H5N1	Wild Birds	12/16/2024	4	North America	USA	Kansas	Phasianinae	no	Influenza A virus (A/Pheasant/KS/24-037794-002-original/2024(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds
PV070821.1	A/Pheasant/KS/24-037794-003-original/2024_H5N1	Wild Birds	12/16/2024	4	North America	USA	Kansas	Phasianinae	no	Influenza A virus (A/Pheasant/KS/24-037794-003-original/2024(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds
PV070829.1	A/Pheasant/KS/24-037794-005-original/2024_H5N1	Wild Birds	12/16/2024	4	North America	USA	Kansas	Phasianinae	no	Influenza A virus (A/Pheasant/KS/24-037794-005-original/2024(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds
PV070837.1	A/Pheasant/KS/24-037794-006-original/2024_H5N1	Wild Birds	12/16/2024	4	North America	USA	Kansas	Phasianinae	no	Influenza A virus (A/Pheasant/KS/24-037794-006-original/2024(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds
PV070845.1	A/Pheasant/KS/24-037794-007-original/2024_H5N1	Wild Birds	12/16/2024	4	North America	USA	Kansas	Phasianinae	no	Influenza A virus (A/Pheasant/KS/24-037794-007-original/2024(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds
PV070853.1	A/Pheasant/KS/24-037794-008-original/2024_H5N1	Wild Birds	12/16/2024	4	North America	USA	Kansas	Phasianinae	no	Influenza A virus (A/Pheasant/KS/24-037794-008-original/2024(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds
PV070861.1	A/Pheasant/KS/24-037794-009-original/2024_H5N1	Wild Birds	12/16/2024	4	North America	USA	Kansas	Phasianinae	no	Influenza A virus (A/Pheasant/KS/24-037794-009-original/2024(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds
PV070869.1	A/Pheasant/KS/24-037794-010-original/2024_H5N1	Wild Birds	12/16/2024	4	North America	USA	Kansas	Phasianinae	no	Influenza A virus (A/Pheasant/KS/24-037794-010-original/2024(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds
PV070877.1	A/Pheasant/KS/24-037810-001-original/2024_H5N1	Wild Birds	12/16/2024	4	North America	USA	Kansas	Phasianinae	no	Influenza A virus (A/Pheasant/KS/24-037810-001-original/2024(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds
PV070909.1	A/Swan/IA/24-037493-001-original/2024_H5N1	Wild Birds	12/13/2024	4	North America	USA	Iowa	Anatidae	no	Influenza A virus (A/Swan/IA/24-037493-001-original/2024(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds
PV070917.1	A/Swan/IA/24-037722-001-original/2024_H5N1	Wild Birds	12/14/2024	4	North America	USA	Iowa	Anatidae	no	Influenza A virus (A/Swan/IA/24-037722-001-original/2024(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds
PV070973.1	A/Turkey/IA/24-037492-001-original/2024_H5N1	Turkey	12/14/2024	4	North America	USA	Iowa	Meleagris gallopavo	no	Influenza A virus (A/Turkey/IA/24-037492-001-original/2024(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds
PV070981.1	A/Turkey/IA/24-037492-002-original/2024_H5N1	Turkey	12/14/2024	4	North America	USA	Iowa	Meleagris gallopavo	no	Influenza A virus (A/Turkey/IA/24-037492-002-original/2024(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds
PV070997.1	A/Turkey/MN/24-037987-002-original/2024_H5N1	Turkey	12/16/2024	4	North America	USA	Minnesota	Meleagris gallopavo	no	Influenza A virus (A/Turkey/MN/24-037987-002-original/2024(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds
PV071005.1	A/Turkey/MN/24-037987-003-original/2024_H5N1	Turkey	12/16/2024	4	North America	USA	Minnesota	Meleagris gallopavo	no	Influenza A virus (A/Turkey/MN/24-037987-003-original/2024(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds
PV071013.1	A/Turkey/MN/24-037988-001-original/2024_H5N1	Turkey	12/17/2024	4	North America	USA	Minnesota	Meleagris gallopavo	no	Influenza A virus (A/Turkey/MN/24-037988-001-original/2024(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds
PV071021.1	A/Turkey/MN/24-037988-002-original/2024_H5N1	Turkey	12/17/2024	4	North America	USA	Minnesota	Meleagris gallopavo	no	Influenza A virus (A/Turkey/MN/24-037988-002-original/2024(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds
PV071029.1	A/Turkey/MN/24-037988-003-original/2024_H5N1	Turkey	12/17/2024	4	North America	USA	Minnesota	Meleagris gallopavo	no	Influenza A virus (A/Turkey/MN/24-037988-003-original/2024(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds
PV071037.1	A/Turkey/MN/24-038159-003-original/2024_H5N1	Turkey	12/17/2024	4	North America	USA	Minnesota	Meleagris gallopavo	no	Influenza A virus (A/Turkey/MN/24-038159-003-original/2024(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds
PV071045.1	A/Turkey/MN/24-038168-001-original/2024_H5N1	Turkey	12/19/2024	4	North America	USA	Minnesota	Meleagris gallopavo	no	Influenza A virus (A/Turkey/MN/24-038168-001-original/2024(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds
PV071053.1	A/Turkey/MN/24-038168-002-original/2024_H5N1	Turkey	12/19/2024	4	North America	USA	Minnesota	Meleagris gallopavo	no	Influenza A virus (A/Turkey/MN/24-038168-002-original/2024(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds
PV071061.1	A/Turkey/MN/24-038168-003-original/2024_H5N1	Turkey	12/19/2024	4	North America	USA	Minnesota	Meleagris gallopavo	no	Influenza A virus (A/Turkey/MN/24-038168-003-original/2024(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds
PV071069.1	A/Turkey/SD/24-037528-001-original/2024_H5N1	Turkey	12/15/2024	4	North America	USA	South Dakota	Meleagris gallopavo	no	Influenza A virus (A/Turkey/SD/24-037528-001-original/2024(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds
PV071077.1	A/Turkey/SD/24-037528-002-original/2024_H5N1	Turkey	12/15/2024	4	North America	USA	South Dakota	Meleagris gallopavo	no	Influenza A virus (A/Turkey/SD/24-037528-002-original/2024(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds
PV071085.1	A/Turkey/SD/24-037530-001-original/2024_H5N1	Turkey	12/13/2024	4	North America	USA	South Dakota	Meleagris gallopavo	no	Influenza A virus (A/Turkey/SD/24-037530-001-original/2024(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds
PV071093.1	A/Turkey/SD/24-037530-002-original/2024_H5N1	Turkey	12/13/2024	4	North America	USA	South Dakota	Meleagris gallopavo	no	Influenza A virus (A/Turkey/SD/24-037530-002-original/2024(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds
PV071109.1	A/cat/MN/24-037542-001-original/2024_H5N1	Non-human mammal	12/9/2024	4	North America	USA	Minnesota	Felis catus	no	Influenza A virus (A/cat/MN/24-037542-001-original/2024(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds
PV072093.1	A/chicken/AL/24-037981-001-original/2024_H5N1	Chicken	12/13/2024	4	North America	USA	Alabama	Gallus gallus	no	Influenza A virus (A/chicken/AL/24-037981-001-original/2024(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds
PV072101.1	A/chicken/AL/24-037981-002-original/2024_H5N1	Chicken	12/13/2024	4	North America	USA	Alabama	Gallus gallus	no	Influenza A virus (A/chicken/AL/24-037981-002-original/2024(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds
PV072109.1	A/chicken/AR/24-037983-001-original/2024_H5N1	Chicken	12/17/2024	4	North America	USA	Arkansas	Gallus gallus	no	Influenza A virus (A/chicken/AR/24-037983-001-original/2024(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds
PV072117.1	A/chicken/AR/24-037983-002-original/2024_H5N1	Chicken	12/17/2024	4	North America	USA	Arkansas	Gallus gallus	no	Influenza A virus (A/chicken/AR/24-037983-002-original/2024(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds
PV072125.1	A/chicken/AR/24-037983-003-original/2024_H5N1	Chicken	12/17/2024	4	North America	USA	Arkansas	Gallus gallus	no	Influenza A virus (A/chicken/AR/24-037983-003-original/2024(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds
PV072133.1	A/chicken/AR/24-038151-001-original/2024_H5N1	Chicken	12/18/2024	4	North America	USA	Arkansas	Gallus gallus	no	Influenza A virus (A/chicken/AR/24-038151-001-original/2024(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds
PV072141.1	A/chicken/AR/24-038151-002-original/2024_H5N1	Chicken	12/18/2024	4	North America	USA	Arkansas	Gallus gallus	no	Influenza A virus (A/chicken/AR/24-038151-002-original/2024(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds
PV072197.1	A/chicken/IA/24-036502-001-original/2024_H5N1	Chicken	12/8/2024	4	North America	USA	Iowa	Gallus gallus	no	Influenza A virus (A/chicken/IA/24-036502-001-original/2024(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds
PV072205.1	A/chicken/IA/24-036502-002-original/2024_H5N1	Chicken	12/8/2024	4	North America	USA	Iowa	Gallus gallus	no	Influenza A virus (A/chicken/IA/24-036502-002-original/2024(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds
PV072213.1	A/chicken/IA/24-037488-001-original/2024_H5N1	Chicken	12/14/2024	4	North America	USA	Iowa	Gallus gallus	no	Influenza A virus (A/chicken/IA/24-037488-001-original/2024(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds
PV072221.1	A/chicken/IA/24-037488-002-original/2024_H5N1	Chicken	12/14/2024	4	North America	USA	Iowa	Gallus gallus	no	Influenza A virus (A/chicken/IA/24-037488-002-original/2024(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds
PV072229.1	A/chicken/IA/24-037488-003-original/2024_H5N1	Chicken	12/14/2024	4	North America	USA	Iowa	Gallus gallus	no	Influenza A virus (A/chicken/IA/24-037488-003-original/2024(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds
PV072237.1	A/chicken/IA/24-037488-005-original/2024_H5N1	Chicken	12/14/2024	4	North America	USA	Iowa	Gallus gallus	no	Influenza A virus (A/chicken/IA/24-037488-005-original/2024(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds
PV072245.1	A/chicken/IA/24-037488-006-original/2024_H5N1	Chicken	12/14/2024	4	North America	USA	Iowa	Gallus gallus	no	Influenza A virus (A/chicken/IA/24-037488-006-original/2024(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds
PV072253.1	A/chicken/IA/24-037489-001-original/2024_H5N1	Chicken	12/12/2024	4	North America	USA	Iowa	Gallus gallus	no	Influenza A virus (A/chicken/IA/24-037489-001-original/2024(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds
PV072261.1	A/chicken/IA/24-037489-002-original/2024_H5N1	Chicken	12/12/2024	4	North America	USA	Iowa	Gallus gallus	no	Influenza A virus (A/chicken/IA/24-037489-002-original/2024(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds
PV072269.1	A/chicken/IA/24-037489-003-original/2024_H5N1	Chicken	12/12/2024	4	North America	USA	Iowa	Gallus gallus	no	Influenza A virus (A/chicken/IA/24-037489-003-original/2024(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds
PV072277.1	A/chicken/IA/24-037490-001-original/2024_H5N1	Chicken	12/13/2024	4	North America	USA	Iowa	Gallus gallus	no	Influenza A virus (A/chicken/IA/24-037490-001-original/2024(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds
PV072285.1	A/chicken/IA/24-037490-002-original/2024_H5N1	Chicken	12/13/2024	4	North America	USA	Iowa	Gallus gallus	no	Influenza A virus (A/chicken/IA/24-037490-002-original/2024(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds
PV072293.1	A/chicken/IA/24-037491-001-original/2024_H5N1	Chicken	12/13/2024	4	North America	USA	Iowa	Gallus gallus	no	Influenza A virus (A/chicken/IA/24-037491-001-original/2024(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds
PV072301.1	A/chicken/IA/24-037491-002-original/2024_H5N1	Chicken	12/13/2024	4	North America	USA	Iowa	Gallus gallus	no	Influenza A virus (A/chicken/IA/24-037491-002-original/2024(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds
PV072309.1	A/chicken/ID/24-037521-002-original/2024_H5N1	Chicken	12/12/2024	4	North America	USA	Idaho	Gallus gallus	no	Influenza A virus (A/chicken/ID/24-037521-002-original/2024(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds
PV072317.1	A/chicken/KS/24-038163-001-original/2024_H5N1	Chicken	12/16/2024	4	North America	USA	Kansas	Gallus gallus	no	Influenza A virus (A/chicken/KS/24-038163-001-original/2024(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds
PV072325.1	A/chicken/MN/24-038159-002-original/2024_H5N1	Chicken	12/17/2024	4	North America	USA	Minnesota	Gallus gallus	no	Influenza A virus (A/chicken/MN/24-038159-002-original/2024(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds
PV072333.1	A/chicken/MO/24-037561-001-original/2024_H5N1	Chicken	12/14/2024	4	North America	USA	Missouri	Gallus gallus	no	Influenza A virus (A/chicken/MO/24-037561-001-original/2024(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds
PV072341.1	A/chicken/MS/24-038164-001-original/2024_H5N1	Chicken	12/19/2024	4	North America	USA	Mississippi	Gallus gallus	no	Influenza A virus (A/chicken/MS/24-038164-001-original/2024(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds
PV072349.1	A/chicken/NE/24-037436-001-original/2024_H5N1	Chicken	12/12/2024	4	North America	USA	Nebraska	Gallus gallus	no	Influenza A virus (A/chicken/NE/24-037436-001-original/2024(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds
PV072357.1	A/chicken/NE/24-037436-002-original/2024_H5N1	Chicken	12/12/2024	4	North America	USA	Nebraska	Gallus gallus	no	Influenza A virus (A/chicken/NE/24-037436-002-original/2024(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds
PV072365.1	A/chicken/NE/24-037518-001-original/2024_H5N1	Chicken	12/13/2024	4	North America	USA	Nebraska	Gallus gallus	no	Influenza A virus (A/chicken/NE/24-037518-001-original/2024(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds
PV072373.1	A/chicken/OR/24-037945-001-original/2024_H5N1	Chicken	12/10/2024	4	North America	USA	Oregon	Gallus gallus	no	Influenza A virus (A/chicken/OR/24-037945-001-original/2024(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds
PV072381.1	A/chicken/OR/24-037945-002-original/2024_H5N1	Chicken	12/10/2024	4	North America	USA	Oregon	Gallus gallus	no	Influenza A virus (A/chicken/OR/24-037945-002-original/2024(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds
PV072389.1	A/chicken/SD/24-037531-001-original/2024_H5N1	Chicken	12/11/2024	4	North America	USA	South Dakota	Gallus gallus	no	Influenza A virus (A/chicken/SD/24-037531-001-original/2024(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds
PV072397.1	A/chicken/WI/24-037974-001-original/2024_H5N1	Chicken	12/17/2024	4	North America	USA	Wisconsin	Gallus gallus	no	Influenza A virus (A/chicken/WI/24-037974-001-original/2024(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds
PV072405.1	A/goose/MN/24-038159-004-original/2024_H5N1	Wild Birds	12/17/2024	4	North America	USA	Minnesota	Anatidae	no	Influenza A virus (A/goose/MN/24-038159-004-original/2024(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds
PV072413.1	A/goose/NE/24-037518-002-original/2024_H5N1	Wild Birds	12/13/2024	4	North America	USA	Nebraska	Anatidae	no	Influenza A virus (A/goose/NE/24-037518-002-original/2024(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds
PV113341.1	A/Nevada/10/2025_H5N1	Human	2/4/2025	4	North America	USA	Nevada	Homo sapiens	no	Influenza A virus (A/Nevada/10/2025(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds
PV159351.1	A/Bobcat/CO/24-038835-001-original/2024_H5N1	Non-human mammal	12/20/2024	4	North America	USA	Colorado	Lynx rufus	no	Influenza A virus (A/Bobcat/CO/24-038835-001-original/2024(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds
PV159359.1	A/Bobcat/KS/24-038225-002-original/2024_H5N1	Non-human mammal	12/13/2024	4	North America	USA	Kansas	Lynx rufus	no	Influenza A virus (A/Bobcat/KS/24-038225-002-original/2024(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds
PV159391.1	A/Duck/CA/24-035869-002-original-repeat2/2024_H5N1	Wild Birds	11/25/2024	4	North America	USA	California	Anatidae	no	Influenza A virus (A/Duck/CA/24-035869-002-original-repeat2/2024(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds
PV159399.1	A/Duck/CA/24-035911-001-original-repeat2/2024_H5N1	Wild Birds	11/27/2024	4	North America	USA	California	Anatidae	no	Influenza A virus (A/Duck/CA/24-035911-001-original-repeat2/2024(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds
PV159407.1	A/Duck/CA/24-035912-001-original-repeat2/2024_H5N1	Wild Birds	11/27/2024	4	North America	USA	California	Anatidae	no	Influenza A virus (A/Duck/CA/24-035912-001-original-repeat2/2024(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds
PV159415.1	A/Duck/CA/24-035912-002-original-repeat2/2024_H5N1	Wild Birds	11/27/2024	4	North America	USA	California	Anatidae	no	Influenza A virus (A/Duck/CA/24-035912-002-original-repeat2/2024(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds
PV159423.1	A/Duck/CA/24-035912-003-original-repeat2/2024_H5N1	Wild Birds	11/27/2024	4	North America	USA	California	Anatidae	no	Influenza A virus (A/Duck/CA/24-035912-003-original-repeat2/2024(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds
PV159431.1	A/Duck/CA/24-035913-001-original-repeat2/2024_H5N1	Wild Birds	11/29/2024	4	North America	USA	California	Anatidae	no	Influenza A virus (A/Duck/CA/24-035913-001-original-repeat2/2024(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds
PV159455.1	A/Duck/CA/24-035913-007-original-repeat2/2024_H5N1	Wild Birds	11/29/2024	4	North America	USA	California	Anatidae	no	Influenza A virus (A/Duck/CA/24-035913-007-original-repeat2/2024(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds
PV159463.1	A/Duck/CA/24-035913-008-original-repeat2/2024_H5N1	Wild Birds	11/29/2024	4	North America	USA	California	Anatidae	no	Influenza A virus (A/Duck/CA/24-035913-008-original-repeat2/2024(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds
PV159471.1	A/Duck/CA/24-035913-009-original-repeat2/2024_H5N1	Wild Birds	11/29/2024	4	North America	USA	California	Anatidae	no	Influenza A virus (A/Duck/CA/24-035913-009-original-repeat2/2024(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds
PV159479.1	A/Duck/CA/24-035915-001-original-repeat2/2024_H5N1	Wild Birds	11/28/2024	4	North America	USA	California	Anatidae	no	Influenza A virus (A/Duck/CA/24-035915-001-original-repeat2/2024(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds
PV159487.1	A/Duck/CA/24-035915-002-original-repeat2/2024_H5N1	Wild Birds	11/28/2024	4	North America	USA	California	Anatidae	no	Influenza A virus (A/Duck/CA/24-035915-002-original-repeat2/2024(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds
